region_id,2011_Census_One_parent_family_with_children_under_15_and_dependent_students_Mortgage_repayment_4000_and_over,2011_Census_One_parent_family_with_children_under_15_and_dependent_students_Mortgage_repayment_Not_stated,2011_Census_One_parent_family_with_children_under_15_and_dependent_students_Total,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_0_299,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_300_449,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_450_599,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_600_799,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_800_999,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_1000_1399,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_1400_1799,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_1800_2399,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_2400_2999,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_3000_3999,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_4000_and_over,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Mortgage_repayment_Not_stated,2011_Census_One_parent_family_with_children_under_15_and_no_dependent_students_Total,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_0_299,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_300_449,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_450_599,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_600_799,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_800_999,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_1000_1399,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_1400_1799,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_1800_2399,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_2400_2999,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_3000_3999,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_4000_and_over,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Mortgage_repayment_Not_stated,2011_Census_One_parent_family_with_no_children_under_15_and_with_dependent_students_Total,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_0_299,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_300_449,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_450_599,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_600_799,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_800_999,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_1000_1399,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_1400_1799,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_1800_2399,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_2400_2999,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_3000_3999,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_4000_and_over,2011_Census_One_parent_family_with_non_dependent_children_only_Mortgage_repayment_Not_stated,2011_Census_One_parent_family_with_non_dependent_children_only_Total,2011_Census_One_parent_families_Total_Mortgage_repayment_0_299,2011_Census_One_parent_families_Total_Mortgage_repayment_300_449,2011_Census_One_parent_families_Total_Mortgage_repayment_450_599,2011_Census_One_parent_families_Total_Mortgage_repayment_600_799,2011_Census_One_parent_families_Total_Mortgage_repayment_800_999,2011_Census_One_parent_families_Total_Mortgage_repayment_1000_1399,2011_Census_One_parent_families_Total_Mortgage_repayment_1400_1799,2011_Census_One_parent_families_Total_Mortgage_repayment_1800_2399,2011_Census_One_parent_families_Total_Mortgage_repayment_2400_2999,2011_Census_One_parent_families_Total_Mortgage_repayment_3000_3999,2011_Census_One_parent_families_Total_Mortgage_repayment_4000_and_over,2011_Census_One_parent_families_Total_Mortgage_repayment_Not_stated,2011_Census_One_parent_families_Total_Total,2011_Census_Total_Mortgage_repayment_0_299,2011_Census_Total_Mortgage_repayment_300_449,2011_Census_Total_Mortgage_repayment_450_599,2011_Census_Total_Mortgage_repayment_600_799,2011_Census_Total_Mortgage_repayment_800_999,2011_Census_Total_Mortgage_repayment_1000_1399,2011_Census_Total_Mortgage_repayment_1400_1799,2011_Census_Total_Mortgage_repayment_1800_2399,2011_Census_Total_Mortgage_repayment_2400_2999,2011_Census_Total_Mortgage_repayment_3000_3999,2011_Census_Total_Mortgage_repayment_4000_and_over,2011_Census_Total_Mortgage_repayment_Not_stated,2011_Census_Total_Total
31103,0,4,114,16,12,17,29,36,80,105,158,49,7,10,46,565,5,10,4,9,9,28,26,20,4,5,5,7,132,24,11,17,31,30,63,61,54,24,9,5,38,367,49,36,41,75,80,196,227,248,87,24,20,95,1178,260,177,191,354,441,1302,1608,2570,1066,510,229,570,9278
31104,0,3,71,9,6,5,6,8,47,49,69,40,38,10,17,304,0,3,3,6,9,6,10,11,9,0,0,11,68,5,3,3,3,8,33,27,30,15,14,10,13,164,19,15,11,18,29,96,96,121,74,64,20,44,607,159,98,59,166,251,768,927,1549,1229,919,247,428,6800
31105,0,0,79,4,4,7,21,18,50,60,91,40,22,13,22,352,6,0,4,9,17,23,10,19,11,8,4,10,121,10,12,8,17,25,46,48,55,18,20,6,20,285,20,16,22,50,63,138,136,185,77,55,23,52,837,209,122,112,235,352,940,1111,1856,1036,634,295,381,7283
31106,0,7,104,12,9,14,18,31,92,110,103,28,14,7,34,472,9,6,3,10,12,33,29,25,11,4,3,3,148,33,29,22,30,32,73,69,61,24,10,3,31,417,54,44,43,67,83,228,224,210,69,31,13,75,1141,248,176,170,361,407,1192,1426,1867,897,484,200,406,7834
31201,0,0,16,5,4,4,3,4,17,18,10,3,6,0,12,86,0,0,0,0,5,0,6,6,3,0,0,0,20,7,5,0,4,0,13,4,4,0,0,0,7,44,12,9,4,11,9,37,28,20,6,11,0,19,166,134,31,35,77,110,238,243,365,219,170,69,146,1837
31202,10,6,85,24,4,11,16,24,78,82,118,77,52,21,41,548,3,3,5,7,4,22,19,26,15,3,3,10,120,20,9,7,16,21,52,37,61,38,15,10,31,317,50,16,23,39,53,167,157,218,134,81,44,88,1070,379,171,173,352,521,1386,1526,2789,2272,1772,703,791,12835
31203,0,0,15,3,0,0,7,7,7,16,27,7,6,8,7,95,0,0,0,0,0,0,3,3,0,0,0,0,6,3,3,0,5,5,5,7,6,4,0,0,3,41,6,3,0,15,12,12,29,36,15,11,8,10,157,51,25,42,68,100,222,241,387,252,195,96,111,1790
31301,0,0,24,3,0,0,6,13,28,24,20,19,10,7,3,133,3,0,6,0,0,8,6,10,0,0,3,3,39,3,4,0,7,10,15,15,14,4,0,0,9,81,12,7,6,13,26,54,54,47,23,10,10,15,277,163,80,55,104,135,310,347,561,323,217,129,150,2574
31302,3,4,44,22,10,7,20,19,66,62,83,25,9,0,18,341,6,0,0,21,5,19,18,21,11,7,0,5,113,18,10,8,18,26,38,29,39,11,5,6,19,227,46,20,18,65,53,132,113,155,47,21,9,46,725,207,131,108,245,276,838,1009,1580,761,425,134,315,6029
31303,0,3,13,3,0,0,8,14,10,15,5,3,3,4,0,65,0,4,0,0,3,5,3,3,4,0,0,3,25,3,5,3,3,3,12,0,6,5,0,0,3,43,6,9,6,11,20,31,18,17,12,3,4,9,146,59,48,28,61,102,195,179,276,133,97,40,76,1294
31304,0,3,80,12,5,0,19,18,85,65,70,45,24,10,19,372,4,9,0,5,11,21,17,17,13,7,4,12,120,15,15,8,14,19,30,29,41,14,14,4,12,215,31,32,8,38,52,152,132,145,82,51,18,46,787,256,162,114,250,367,1012,1165,1962,1186,780,244,437,7935
31305,3,0,56,12,6,5,22,18,42,46,67,33,17,3,10,281,5,3,3,8,4,19,17,20,11,3,3,3,99,15,12,13,18,17,42,44,22,6,3,3,10,205,35,21,21,51,42,110,115,128,57,26,12,23,641,202,113,98,223,265,665,772,1273,679,396,233,252,5171
31401,3,5,117,11,6,16,9,27,69,76,113,59,52,15,17,470,13,6,8,16,18,41,28,30,18,9,5,7,199,18,11,3,20,20,40,34,51,25,16,12,24,274,51,26,30,48,72,165,162,217,114,87,35,53,1060,415,234,217,332,495,1445,1594,2751,2058,1940,892,511,12884
31402,3,3,52,14,6,5,11,14,58,81,77,38,21,9,18,352,3,4,0,9,11,16,17,27,9,11,0,4,111,9,9,7,8,10,33,32,28,15,5,3,9,168,26,19,12,34,35,110,146,149,62,41,15,34,683,172,99,103,181,248,733,1036,1950,1319,801,237,291,7170
31403,0,0,44,9,7,6,12,15,35,61,57,19,4,3,16,244,3,0,0,7,7,25,14,25,9,4,0,4,98,12,15,9,16,15,27,40,37,16,5,0,23,215,24,22,15,38,40,98,124,131,47,16,3,43,601,134,116,87,199,263,649,850,1365,632,261,65,216,4837
31501,0,0,9,3,5,3,4,12,4,6,5,10,0,0,3,55,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,3,0,5,8,0,0,0,4,0,7,27,3,5,9,4,20,18,9,5,10,4,0,10,97,59,27,35,50,65,150,134,154,103,74,47,89,987
31502,0,0,27,11,3,7,7,10,17,15,29,8,9,3,6,125,3,3,0,4,0,3,0,4,0,0,0,0,17,4,0,3,5,11,3,3,12,3,3,0,5,52,18,9,10,20,21,28,24,51,14,12,3,11,221,118,41,52,93,122,286,281,607,293,194,83,137,2307
31503,0,0,9,3,3,10,6,11,9,9,0,3,0,3,5,62,3,3,3,3,3,4,0,0,0,0,0,0,19,8,3,4,7,5,3,0,3,0,3,3,0,39,17,12,20,16,19,16,9,3,3,3,6,5,129,179,84,84,121,152,257,154,114,49,36,68,104,1402
31601,3,5,72,0,8,4,14,12,20,32,62,20,28,11,11,222,3,3,0,10,10,23,26,26,8,7,3,5,124,8,4,3,11,8,23,23,16,16,14,7,7,140,11,18,7,38,30,83,96,113,53,57,24,28,558,180,109,75,165,202,615,722,1266,920,690,372,254,5570
31602,0,7,72,9,4,11,14,26,53,48,75,44,20,12,22,338,6,0,3,9,9,19,14,18,9,4,8,4,103,18,10,8,14,16,35,25,34,11,4,7,11,193,36,14,22,41,54,123,101,143,67,34,27,44,706,276,118,127,225,291,802,871,1448,1062,833,449,395,6897
31603,3,0,46,9,9,5,4,13,38,49,56,28,12,7,15,245,5,0,7,8,14,18,20,10,9,4,3,4,102,10,8,3,11,13,27,30,16,14,10,0,9,151,29,17,15,26,43,93,108,92,51,29,13,28,544,194,94,88,157,203,554,663,987,650,484,265,222,4561
31604,3,3,88,8,13,8,22,41,68,75,66,31,29,11,30,402,14,3,10,11,14,23,20,16,10,8,0,7,136,14,12,9,25,33,36,39,42,14,3,5,9,241,36,28,27,67,95,146,154,140,62,44,19,49,867,295,193,165,322,464,988,1100,1619,905,629,314,410,7404
31605,3,0,37,9,0,5,9,15,28,32,30,15,18,13,12,186,4,0,3,3,3,17,10,5,6,3,8,3,65,10,3,3,5,3,19,9,12,6,3,8,4,85,26,6,14,20,21,72,51,56,27,29,32,19,373,168,70,64,110,133,406,418,603,440,401,293,198,3304
31606,0,0,61,12,7,6,14,16,56,46,65,36,26,5,16,305,7,5,0,3,9,18,12,12,9,7,4,9,95,19,8,9,16,9,30,20,22,13,9,0,13,168,38,25,15,36,39,114,93,107,67,48,9,38,629,257,154,106,225,310,767,772,1207,812,574,284,317,5785
31701,0,3,153,28,26,19,48,67,163,144,131,32,24,13,34,729,7,4,5,15,30,55,61,28,5,8,0,11,229,30,19,17,24,40,90,79,50,20,12,3,23,407,71,57,47,103,151,338,319,238,63,44,16,71,1518,536,387,324,702,983,2623,3014,3188,1216,747,387,661,14768
31801,0,3,27,6,10,7,12,15,49,23,11,5,4,6,14,162,3,0,0,7,3,6,9,4,0,0,0,3,35,6,7,5,3,15,23,7,7,4,0,0,7,84,15,20,12,26,33,86,48,22,9,4,6,27,308,219,131,121,235,304,731,557,510,178,142,80,254,3462
31802,3,10,192,30,15,16,47,83,155,183,212,94,41,19,35,930,17,13,9,21,23,69,57,65,32,21,15,11,353,26,12,20,31,48,102,111,100,27,21,16,48,562,76,46,48,112,173,375,377,411,169,93,53,104,2037,590,314,290,688,910,2553,2926,4763,2594,1767,816,866,19077
31901,0,4,98,20,18,11,28,56,101,87,63,15,5,6,34,444,9,6,6,13,14,40,18,13,3,8,0,7,137,12,17,16,28,29,50,36,18,6,4,0,18,234,45,45,37,81,106,221,159,103,27,20,6,63,913,389,293,267,526,642,1615,1545,1421,558,314,183,469,8222
31902,3,0,40,8,15,15,24,44,60,27,19,5,5,6,18,246,3,9,4,10,8,14,6,3,4,0,0,6,67,7,15,8,12,26,25,16,14,0,0,0,4,127,21,39,27,54,81,116,52,39,9,5,9,28,480,318,207,235,382,433,888,672,567,198,127,113,265,4405
31903,0,4,59,17,6,7,27,19,65,52,34,16,8,6,14,271,0,7,3,4,12,22,6,5,3,0,3,6,71,11,9,5,9,12,18,19,7,3,4,4,10,111,28,25,18,45,54,117,86,52,25,15,13,34,512,232,187,158,318,378,867,801,832,335,175,87,304,4674
31904,3,3,65,7,5,7,22,16,57,48,49,11,7,5,19,253,3,3,3,9,8,23,18,9,6,5,0,8,95,11,12,4,14,11,30,8,23,5,4,4,12,138,25,24,17,52,39,119,85,94,26,16,12,42,551,188,150,117,283,308,708,797,1008,394,237,115,259,4564
31905,0,3,55,7,8,7,25,40,66,50,28,6,4,0,20,261,5,3,6,8,5,18,13,8,3,0,3,5,77,16,13,7,20,21,26,15,12,0,0,0,10,140,31,27,23,56,72,120,87,54,18,4,3,38,533,213,185,176,320,383,913,810,617,248,109,53,239,4266
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,0,0,3,0,0,0,3,0,0,5,4,0,0,3,0,15,0,0,0,0,0,0,4,10,5,0,4,0,23,3,0,0,0,3,3,3,3,3,3,0,0,21,3,0,0,3,3,3,12,17,8,6,7,0,62,40,19,10,23,33,72,97,159,95,102,121,32,803
40102,3,3,112,13,5,9,31,37,81,74,64,32,23,14,17,400,3,11,3,28,20,28,29,25,16,13,0,13,189,20,14,15,19,27,46,39,21,14,5,7,4,231,40,33,35,83,99,178,168,117,72,46,24,37,932,404,251,262,463,606,1513,1547,2016,1081,816,539,389,9887
40103,5,0,48,3,3,0,6,10,21,15,18,21,8,11,4,120,5,3,4,8,5,23,12,15,11,16,16,5,123,10,3,10,3,6,13,11,13,5,4,9,5,92,25,9,18,21,21,62,41,52,37,42,41,14,383,218,92,69,135,154,455,418,680,440,619,710,203,4193
40104,0,0,60,11,3,10,14,12,31,28,42,11,14,3,6,185,4,4,5,15,8,29,23,25,10,4,4,15,146,10,8,7,17,12,30,26,17,6,11,0,10,154,25,18,25,52,40,110,87,90,27,33,7,31,545,246,144,125,257,274,741,668,970,516,393,165,227,4726
40105,0,4,34,3,3,0,11,7,20,13,19,10,13,9,3,111,3,0,3,8,8,17,8,12,4,4,6,0,73,7,4,7,10,6,17,6,10,4,3,5,6,85,13,7,15,29,21,59,35,47,21,23,20,13,303,145,52,63,110,146,399,323,517,352,343,337,113,2900
40106,6,0,21,9,3,0,4,6,13,22,11,5,13,4,4,94,4,3,5,0,3,8,15,12,3,3,3,5,64,7,3,6,5,10,11,11,11,3,0,6,6,79,20,13,11,9,19,32,55,34,15,16,19,15,258,120,68,68,100,139,329,330,453,315,379,281,124,2706
40107,4,4,40,8,3,3,0,7,19,16,22,13,12,8,4,115,6,3,0,5,4,11,11,16,6,9,12,9,92,11,4,5,5,6,20,5,16,4,6,7,5,94,25,13,8,10,17,54,43,61,26,31,31,22,341,178,80,76,117,152,407,389,592,426,519,494,156,3586
40201,3,5,75,7,6,11,26,26,58,49,31,13,5,3,4,239,6,4,4,10,10,23,24,15,3,0,4,7,110,9,11,9,10,14,45,25,13,5,3,0,4,148,22,21,27,61,56,134,112,74,24,11,10,20,572,143,126,119,260,326,846,905,926,404,195,78,192,4520
40202,0,5,163,15,21,28,88,104,225,132,81,11,4,4,32,745,4,16,14,35,29,64,40,10,0,3,6,13,234,11,37,43,57,66,107,55,19,10,3,3,25,436,30,81,88,195,223,451,255,129,24,14,13,75,1578,269,333,348,730,902,2161,2028,1666,413,214,127,392,9583
40203,0,0,61,9,12,13,24,24,69,62,56,17,11,5,11,313,9,10,4,17,19,33,13,28,3,3,4,12,155,14,6,13,20,25,43,31,16,7,3,0,10,188,37,28,33,67,76,156,115,107,33,23,9,33,717,238,143,157,306,362,881,960,1328,661,375,122,201,5734
40204,3,4,225,31,32,55,83,128,275,259,126,31,13,13,46,1092,16,24,11,53,54,96,66,46,13,8,4,16,407,48,62,72,83,98,156,132,82,14,11,6,50,814,106,128,146,243,308,590,506,276,58,35,26,116,2538,547,549,577,1052,1286,3306,3524,3216,902,561,236,670,16426
40205,0,8,170,17,15,14,37,46,138,122,99,24,16,4,29,561,11,13,13,40,38,77,54,42,17,0,4,17,326,20,23,36,60,46,106,87,59,14,12,11,26,500,57,63,66,149,148,362,302,221,59,31,19,80,1557,483,386,364,724,918,2265,2344,2992,1134,580,270,531,12991
40301,0,0,21,3,3,0,6,8,15,22,21,7,11,7,4,107,8,4,5,6,3,13,12,10,3,3,4,7,78,6,7,7,7,7,19,18,10,8,6,0,4,99,17,14,12,19,23,53,52,47,22,20,11,15,305,161,75,62,129,143,373,339,577,365,356,299,124,3003
40302,0,3,90,8,13,12,33,31,88,83,95,36,7,5,25,436,20,12,20,17,27,73,47,35,9,9,8,13,290,27,30,22,43,53,86,53,45,16,11,0,27,413,55,58,57,105,120,274,199,185,64,31,13,68,1229,375,271,304,514,620,1546,1616,2297,1132,610,248,376,9909
40303,0,0,83,9,8,10,23,19,60,50,42,17,22,12,6,278,13,5,11,15,15,41,35,30,27,8,5,9,214,15,12,3,19,28,40,31,31,14,10,11,6,220,40,28,24,61,67,161,127,127,67,44,28,21,795,314,196,158,309,409,1030,992,1577,931,827,521,270,7534
40304,0,10,291,39,44,50,102,111,287,271,196,51,27,7,60,1245,15,29,28,61,69,116,75,53,16,9,7,13,491,49,67,67,89,104,208,165,75,26,13,5,46,914,113,152,156,279,326,689,564,361,98,55,19,129,2941,903,725,734,1361,1759,4092,4468,4799,1647,857,361,861,22567
40401,4,5,106,20,15,19,30,45,82,91,73,30,14,7,28,454,9,8,16,25,23,45,21,43,14,11,3,8,226,18,21,22,33,29,70,34,49,31,13,5,11,336,52,47,61,95,113,218,163,183,78,41,19,52,1122,377,266,263,479,621,1455,1395,2018,1096,862,397,409,9638
40402,3,5,90,18,4,11,27,34,87,73,68,16,12,3,19,372,3,10,7,17,20,31,36,16,3,4,0,9,156,17,17,29,34,26,50,35,50,10,3,0,12,283,41,34,56,88,88,186,157,146,32,22,6,45,901,201,167,195,330,387,986,1035,1325,540,375,170,227,5938
40403,0,5,47,3,8,7,15,21,47,38,45,18,9,3,7,221,11,5,10,9,16,24,18,20,5,9,0,10,137,13,8,10,15,13,39,28,19,13,9,0,11,178,30,21,30,42,61,117,88,92,39,27,3,33,583,194,135,132,224,310,738,733,1099,615,520,217,203,5120
40501,0,3,57,7,8,8,16,25,59,31,19,4,3,3,10,193,6,5,5,8,10,29,15,9,0,0,0,4,91,9,4,4,16,13,26,13,9,4,0,3,8,109,25,20,20,45,58,128,63,43,11,6,6,25,450,197,162,154,290,378,931,870,822,291,148,73,199,4515
40502,0,0,41,8,9,18,14,19,29,11,3,0,3,3,3,120,0,5,3,8,3,6,3,0,0,0,0,3,31,10,10,10,10,4,4,7,3,0,0,0,6,64,18,27,34,36,34,54,21,11,3,3,3,12,256,159,128,146,226,241,491,324,233,71,52,43,92,2206
40503,0,3,51,7,24,21,53,34,37,8,6,0,3,3,5,201,3,3,10,5,14,11,5,3,0,0,0,7,61,12,16,10,15,8,9,3,0,3,0,0,0,76,22,48,47,83,63,68,21,13,3,3,3,15,389,158,200,226,337,341,595,335,250,63,43,27,109,2684
40504,0,4,31,0,8,11,24,13,29,10,7,3,0,0,5,110,0,3,3,0,10,3,3,3,3,0,0,3,31,5,5,6,8,7,6,3,3,0,3,5,4,55,5,16,24,36,35,45,20,16,6,3,5,16,227,126,128,115,209,222,425,296,240,49,42,24,92,1968
40601,0,0,67,13,16,22,54,52,93,43,25,6,6,0,19,349,4,6,6,8,15,20,12,9,3,0,4,3,90,8,18,12,29,19,23,20,18,4,0,0,11,162,29,44,40,99,101,160,81,58,13,6,4,33,668,254,246,237,510,548,1191,890,832,306,158,81,254,5507
40602,3,0,23,10,5,8,18,19,33,14,7,9,0,0,3,126,0,4,7,5,4,7,0,0,0,3,0,0,30,3,5,9,9,3,9,12,6,3,0,3,6,68,13,17,24,35,31,54,30,13,12,3,6,9,247,91,77,98,188,177,379,317,242,151,87,40,85,1932
40701,3,3,53,8,5,12,29,25,64,42,16,3,4,4,9,221,5,4,3,11,19,22,10,3,3,3,3,3,89,15,9,10,13,25,20,17,14,0,3,0,9,135,28,18,29,63,79,115,72,38,9,13,10,24,498,282,195,202,318,383,899,829,804,282,215,122,208,4739
40702,0,3,93,11,18,28,55,61,101,44,21,5,5,4,12,365,8,5,3,14,18,18,11,5,3,0,0,4,89,9,20,14,27,18,39,18,4,0,3,3,9,164,31,49,45,112,119,180,89,35,8,8,7,28,711,351,262,319,650,835,1745,1205,764,221,152,124,324,6952
40703,0,0,83,4,25,28,61,51,88,54,22,11,5,0,15,364,4,5,11,15,17,33,13,11,0,0,0,7,116,23,29,20,26,30,40,22,5,0,0,3,15,213,34,62,69,118,108,180,106,43,11,5,3,37,776,425,339,383,662,783,1529,1016,674,194,124,91,348,6568
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,0,3,48,6,6,3,6,14,37,40,28,24,13,9,12,198,0,3,3,6,5,10,11,10,0,7,0,3,58,8,4,3,3,11,16,14,11,5,5,0,5,85,14,13,9,18,36,74,75,57,32,29,9,23,389,163,86,90,161,215,589,611,842,571,452,284,221,4285
50102,3,8,116,25,8,14,41,58,114,94,106,45,27,9,32,573,4,7,6,20,18,36,19,30,15,7,3,13,178,20,12,20,21,27,65,53,46,16,14,4,26,324,52,30,40,88,116,237,187,200,89,54,19,79,1191,358,221,240,468,597,1629,1771,2549,1498,937,424,546,11238
50103,3,0,26,11,0,3,17,16,23,14,14,4,3,0,13,118,0,0,4,3,4,8,0,3,3,0,0,4,29,0,6,3,10,8,13,0,3,5,3,0,3,54,11,6,13,33,31,52,17,23,12,6,3,20,227,128,63,78,154,196,431,344,398,170,137,83,110,2292
50201,3,0,106,8,9,16,37,38,79,67,83,40,23,19,33,452,15,5,3,11,12,28,26,21,11,5,3,5,145,20,13,10,18,18,54,47,50,23,14,6,30,303,50,31,32,75,77,184,151,176,85,46,31,68,1006,347,188,172,310,381,1095,1169,1941,1311,937,545,469,8865
50301,18,0,60,12,0,4,0,0,11,20,17,15,19,43,20,161,17,7,4,8,5,13,12,22,9,21,35,16,169,20,4,0,6,10,14,16,10,0,9,23,9,121,55,14,11,14,15,44,54,56,29,55,119,45,511,356,65,53,103,120,362,335,595,365,698,1994,372,5418
50302,7,3,50,3,8,3,7,11,33,20,41,31,21,35,9,222,6,3,5,15,11,19,22,16,12,22,19,9,159,16,4,3,7,15,20,31,25,16,20,21,13,191,31,15,14,32,37,77,80,91,62,67,82,34,622,297,113,104,166,222,598,678,1128,840,1272,1696,292,7406
50401,5,3,74,17,5,14,24,36,60,63,66,34,24,4,16,363,10,4,3,16,18,30,31,27,9,6,7,10,171,20,15,14,32,20,41,40,62,29,21,4,16,314,50,24,34,78,83,147,143,162,76,60,20,45,922,306,145,158,337,352,997,991,1637,1130,1108,541,342,8044
50402,0,8,79,12,13,9,6,24,50,41,55,28,19,14,16,287,6,4,0,13,11,17,15,13,3,3,7,11,103,20,16,12,11,16,45,28,33,15,8,7,16,227,38,38,24,33,54,128,96,117,52,37,28,51,696,248,143,118,202,281,792,760,1063,689,653,358,272,5579
50403,11,8,192,22,18,19,32,63,126,145,154,96,58,27,41,801,6,8,7,19,20,59,28,47,16,18,15,7,250,23,21,20,53,42,90,100,99,53,26,11,42,580,63,53,52,114,141,316,306,326,174,116,64,98,1823,379,274,238,540,702,1909,2191,3305,2485,1823,782,671,15299
50501,13,8,199,40,16,25,34,65,129,129,154,83,63,37,44,819,23,10,16,15,27,81,92,62,47,30,22,16,441,43,37,31,55,61,130,105,102,29,37,26,51,707,111,66,75,112,170,376,366,349,180,144,98,119,2166,846,418,405,832,987,2572,2714,3982,2937,3150,1904,984,21731
50502,18,5,160,28,24,19,42,48,117,111,137,72,74,53,29,754,14,14,12,31,34,74,65,69,34,30,20,23,420,54,23,22,49,52,95,83,92,50,38,20,39,617,102,64,57,132,149,308,283,329,170,150,111,96,1951,744,314,287,547,719,1881,1919,3063,2305,2594,2256,770,17399
50503,8,12,242,36,20,17,56,63,166,221,241,176,89,42,53,1180,11,13,12,31,26,85,73,48,27,27,9,24,386,35,28,27,57,49,135,95,126,64,37,25,50,728,86,70,60,163,161,432,431,463,283,164,84,139,2536,588,343,301,670,872,2454,3111,5074,4551,3360,1321,986,23631
50601,0,5,104,19,21,5,30,45,96,96,93,37,27,20,22,511,6,3,10,12,16,28,30,26,8,3,6,10,158,13,20,20,28,40,60,62,60,20,12,10,28,373,41,44,38,79,106,213,202,196,77,49,36,65,1146,218,198,185,367,455,1142,1305,2017,1260,921,431,399,8898
50602,4,4,48,12,6,3,11,18,32,48,37,27,21,7,9,231,5,7,3,0,10,17,16,18,7,9,7,4,103,7,8,7,14,21,23,37,23,14,16,15,13,198,24,24,17,28,53,79,107,83,53,49,33,30,580,193,89,86,158,218,637,648,1118,939,885,501,219,5691
50603,3,3,98,13,12,8,16,27,66,65,69,38,31,14,19,378,10,13,4,22,15,30,29,51,19,23,11,15,242,20,18,14,23,27,57,43,50,22,19,6,15,314,49,43,29,68,75,172,150,182,88,90,34,52,1032,374,195,177,330,435,1115,1181,1823,1302,1159,565,373,9029
50604,4,15,169,26,18,23,34,52,148,108,143,83,56,13,34,738,7,10,15,30,23,58,44,55,20,4,5,11,282,27,33,16,47,68,117,105,92,41,26,12,36,620,68,64,58,123,157,359,282,324,148,96,34,96,1809,390,247,262,577,791,2077,2222,3171,2095,1370,557,588,14347
50605,5,6,96,11,3,3,15,18,70,55,64,42,33,19,21,354,4,4,4,6,12,26,28,21,8,11,5,8,137,15,11,8,17,30,44,41,35,20,16,11,22,270,30,18,18,47,63,156,145,135,74,74,40,57,857,261,142,114,228,347,957,1040,1489,1126,935,476,339,7454
50606,0,0,24,0,7,4,4,11,22,26,22,12,8,5,9,130,4,0,0,0,3,4,0,6,3,0,3,0,23,3,0,0,0,3,7,6,18,4,10,3,6,60,7,7,4,4,17,39,38,53,24,18,11,15,237,83,40,28,72,99,281,365,653,494,383,236,139,2873
