region_id,Managers_2001_Census_Males,Managers_2001_Census_Females,Managers_2001_Census_Persons,Managers_2006_Census_Males,Managers_2006_Census_Females,Managers_2006_Census_Persons,Managers_2011_Census_Males,Managers_2011_Census_Females,Managers_2011_Census_Persons,Professionals_2001_Census_Males,Professionals_2001_Census_Females,Professionals_2001_Census_Persons,Professionals_2006_Census_Males,Professionals_2006_Census_Females,Professionals_2006_Census_Persons,Professionals_2011_Census_Males,Professionals_2011_Census_Females,Professionals_2011_Census_Persons,Technicians_and_trades_workers_2001_Census_Males,Technicians_and_trades_workers_2001_Census_Females,Technicians_and_trades_workers_2001_Census_Persons,Technicians_and_trades_workers_2006_Census_Males,Technicians_and_trades_workers_2006_Census_Females,Technicians_and_trades_workers_2006_Census_Persons,Technicians_and_trades_workers_2011_Census_Males,Technicians_and_trades_workers_2011_Census_Females,Technicians_and_trades_workers_2011_Census_Persons,Community_and_personal_service_workers_2001_Census_Males,Community_and_personal_service_workers_2001_Census_Females,Community_and_personal_service_workers_2001_Census_Persons,Community_and_personal_service_workers_2006_Census_Males,Community_and_personal_service_workers_2006_Census_Females,Community_and_personal_service_workers_2006_Census_Persons,Community_and_personal_service_workers_2011_Census_Males,Community_and_personal_service_workers_2011_Census_Females,Community_and_personal_service_workers_2011_Census_Persons,Clerical_and_administrative_workers_2001_Census_Males,Clerical_and_administrative_workers_2001_Census_Females,Clerical_and_administrative_workers_2001_Census_Persons,Clerical_and_administrative_workers_2006_Census_Males,Clerical_and_administrative_workers_2006_Census_Females,Clerical_and_administrative_workers_2006_Census_Persons,Clerical_and_administrative_workers_2011_Census_Males,Clerical_and_administrative_workers_2011_Census_Females,Clerical_and_administrative_workers_2011_Census_Persons,Sales_workers_2001_Census_Males,Sales_workers_2001_Census_Females,Sales_workers_2001_Census_Persons,Sales_workers_2006_Census_Males,Sales_workers_2006_Census_Females,Sales_workers_2006_Census_Persons,Sales_workers_2011_Census_Males,Sales_workers_2011_Census_Females,Sales_workers_2011_Census_Persons,Machinery_operators_and_drivers_2001_Census_Males,Machinery_operators_and_drivers_2001_Census_Females,Machinery_operators_and_drivers_2001_Census_Persons,Machinery_operators_and_drivers_2006_Census_Males,Machinery_operators_and_drivers_2006_Census_Females,Machinery_operators_and_drivers_2006_Census_Persons,Machinery_operators_and_drivers_2011_Census_Males,Machinery_operators_and_drivers_2011_Census_Females,Machinery_operators_and_drivers_2011_Census_Persons,Labourers_2001_Census_Males,Labourers_2001_Census_Females,Labourers_2001_Census_Persons,Labourers_2006_Census_Males,Labourers_2006_Census_Females,Labourers_2006_Census_Persons,Labourers_2011_Census_Males,Labourers_2011_Census_Females,Labourers_2011_Census_Persons,Inadequately_described_Not_stated_2001_Census_Males,Inadequately_described_Not_stated_2001_Census_Females,Inadequately_described_Not_stated_2001_Census_Persons,Inadequately_described_Not_stated_2006_Census_Males,Inadequately_described_Not_stated_2006_Census_Females,Inadequately_described_Not_stated_2006_Census_Persons,Inadequately_described_Not_stated_2011_Census_Males,Inadequately_described_Not_stated_2011_Census_Females,Inadequately_described_Not_stated_2011_Census_Persons,Total_2001_Census_Males,Total_2001_Census_Females,Total_2001_Census_Persons,Total_2006_Census_Males,Total_2006_Census_Females,Total_2006_Census_Persons,Total_2011_Census_Males,Total_2011_Census_Females,Total_2011_Census_Persons
20401,2556,1250,3806,2641,1242,3883,2623,1323,3946,1127,1544,2671,1242,1778,3020,1323,2057,3380,2438,474,2912,2736,575,3311,3005,628,3633,892,1288,2180,902,1486,2388,1087,1750,2837,444,1740,2184,454,1922,2376,483,2153,2636,532,1027,1559,664,1176,1840,675,1300,1975,1553,223,1776,1452,142,1594,1631,144,1775,1631,1177,2808,1779,1310,3089,1800,1193,2993,259,189,448,263,153,416,313,196,509,11432,8912,20344,12133,9784,21917,12940,10744,23684
20402,2178,1040,3218,2147,1124,3271,2080,1101,3181,1159,1494,2653,1153,1864,3017,1199,2037,3236,2222,402,2624,2400,456,2856,2390,494,2884,432,1110,1542,428,1310,1738,515,1514,2029,397,1616,2013,397,1770,2167,408,1838,2246,588,1137,1725,661,1261,1922,678,1277,1955,1475,323,1798,1412,236,1648,1403,165,1568,1608,965,2573,1834,1041,2875,1664,926,2590,227,145,372,217,140,357,242,158,400,10286,8232,18518,10649,9202,19851,10579,9510,20089
20403,3367,1638,5005,3470,1743,5213,3313,1718,5031,2317,2648,4965,2515,3091,5606,2442,3413,5855,3800,649,4449,4457,789,5246,4384,851,5235,993,1855,2848,1075,2165,3240,1221,2492,3713,794,2911,3705,756,3236,3992,810,3212,4022,891,1749,2640,1085,1993,3078,1045,2101,3146,1904,367,2271,2150,301,2451,2234,271,2505,2236,1213,3449,2553,1453,4006,2330,1286,3616,294,208,502,336,218,554,401,243,644,16596,13238,29834,18397,14989,33386,18180,15587,33767
20501,2007,1022,3029,1887,944,2831,2076,1005,3081,991,1317,2308,1080,1611,2691,1234,1976,3210,1964,345,2309,2255,390,2645,2712,498,3210,317,942,1259,340,1142,1482,414,1433,1847,298,1320,1618,328,1517,1845,382,1840,2222,443,802,1245,508,925,1433,576,1065,1641,1071,180,1251,1163,118,1281,1287,124,1411,1152,754,1906,1387,956,2343,1550,976,2526,188,133,321,186,134,320,230,144,374,8431,6815,15246,9134,7737,16871,10461,9061,19522
20502,1698,917,2615,1730,950,2680,1726,962,2688,917,1187,2104,938,1347,2285,978,1582,2560,1645,323,1968,1940,394,2334,2157,424,2581,367,1034,1401,415,1165,1580,508,1449,1957,276,1253,1529,321,1435,1756,327,1573,1900,543,875,1418,600,1025,1625,624,1058,1682,907,89,996,885,71,956,983,83,1066,1225,746,1971,1366,864,2230,1411,860,2271,205,150,355,168,117,285,212,123,335,7783,6574,14357,8363,7368,15731,8926,8114,17040
20503,2998,1655,4653,2837,1607,4444,2866,1592,4458,998,1401,2399,1063,1737,2800,1433,2083,3516,2422,402,2824,2798,543,3341,3641,637,4278,349,1142,1491,413,1375,1788,515,1739,2254,308,1511,1819,351,1779,2130,393,2121,2514,558,1046,1604,663,1346,2009,771,1577,2348,1166,171,1337,1222,113,1335,1506,124,1630,1435,825,2260,1695,987,2682,2272,1118,3390,255,193,448,196,152,348,293,195,488,10489,8346,18835,11238,9639,20877,13690,11186,24876
20504,1707,878,2585,1729,919,2648,1823,966,2789,1611,2039,3650,1650,2352,4002,1752,2757,4509,4217,494,4711,4661,612,5273,4856,647,5503,634,1681,2315,674,1850,2524,689,2378,3067,727,2879,3606,756,3114,3870,739,3342,4081,928,1899,2827,944,2216,3160,936,2272,3208,2049,238,2287,2123,127,2250,2185,136,2321,1822,998,2820,2241,1194,3435,2288,1188,3476,349,216,565,287,192,479,414,284,698,14044,11322,25366,15065,12576,27641,15682,13970,29652
20505,2109,1154,3263,2010,1107,3117,1931,1062,2993,975,1269,2244,1014,1485,2499,1032,1654,2686,2162,323,2485,2254,396,2650,2398,419,2817,438,989,1427,464,1123,1587,485,1355,1840,304,1366,1670,291,1433,1724,352,1538,1890,451,920,1371,464,1098,1562,447,1086,1533,1000,82,1082,1048,78,1126,1095,62,1157,1121,666,1787,1321,792,2113,1301,776,2077,191,140,331,168,101,269,218,98,316,8751,6909,15660,9034,7613,16647,9259,8050,17309
20601,1938,1265,3203,2358,1648,4006,2760,2129,4889,4251,4834,9085,5136,6116,11252,6459,7785,14244,3060,690,3750,3054,742,3796,3454,811,4265,1053,1653,2706,1164,1910,3074,1359,2266,3625,1518,3777,5295,1753,3853,5606,1995,4092,6087,1231,1779,3010,1287,1847,3134,1396,1892,3288,1601,357,1958,1326,188,1514,1199,140,1339,1655,812,2467,1613,748,2361,1604,721,2325,385,288,673,406,252,658,562,394,956,16692,15455,32147,18097,17304,35401,20788,20230,41018
20602,1352,1050,2402,1541,1270,2811,1854,1546,3400,3139,3698,6837,3587,4338,7925,4424,5329,9753,1935,455,2390,1925,455,2380,1938,481,2419,672,1231,1903,734,1245,1979,808,1435,2243,953,2315,3268,1042,2408,3450,1140,2437,3577,708,974,1682,751,951,1702,796,1056,1852,944,198,1142,734,102,836,605,84,689,1055,581,1636,982,506,1488,832,394,1226,225,174,399,187,157,344,293,277,570,10983,10676,21659,11483,11432,22915,12690,13039,25729
20603,2213,1090,3303,2433,1373,3806,2830,1677,4507,3572,3948,7520,3761,4405,8166,4550,5265,9815,2361,452,2813,2287,449,2736,2396,478,2874,852,1434,2286,961,1435,2396,1095,1634,2729,1172,3344,4516,1335,3324,4659,1511,3646,5157,981,1428,2409,1012,1492,2504,1150,1625,2775,1017,141,1158,877,84,961,802,79,881,1018,530,1548,1060,487,1547,1167,481,1648,283,221,504,265,229,494,384,293,677,13469,12588,26057,13991,13278,27269,15885,15178,31063
20604,3575,2224,5799,4896,3423,8319,5857,4293,10150,6335,5095,11430,9135,7769,16904,12180,10522,22702,1442,455,1897,2103,757,2860,2775,925,3700,1066,1533,2599,1549,2183,3732,2056,2968,5024,1366,2922,4288,2030,4171,6201,2554,4910,7464,1183,1578,2761,1924,2487,4411,1920,2732,4652,541,109,650,605,88,693,669,93,762,830,460,1290,1055,555,1610,1230,659,1889,280,189,469,479,298,777,727,534,1261,16618,14565,31183,23776,21731,45507,29968,27636,57604
20605,4446,3029,7475,4913,3670,8583,5924,4422,10346,8172,7695,15867,8950,8876,17826,10359,10713,21072,2694,843,3537,2643,887,3530,3301,947,4248,1333,1992,3325,1537,2282,3819,1683,2557,4240,1858,4653,6511,2015,4659,6674,2237,4882,7119,1677,2065,3742,1895,2226,4121,1989,2468,4457,940,126,1066,778,92,870,679,76,755,1192,553,1745,1126,482,1608,1184,431,1615,416,307,723,486,325,811,684,486,1170,22728,21263,43991,24343,23499,47842,28040,26982,55022
20606,3028,1932,4960,3144,2089,5233,3342,2387,5729,5477,4713,10190,5667,5055,10722,6412,6012,12424,1229,464,1693,1272,467,1739,1384,510,1894,738,1167,1905,795,1276,2071,993,1332,2325,1167,2804,3971,1219,2782,4001,1317,2765,4082,1188,1440,2628,1218,1549,2767,1237,1360,2597,381,62,443,323,50,373,285,52,337,563,313,876,564,270,834,537,248,785,398,277,675,354,235,589,379,307,686,14169,13172,27341,14556,13773,28329,15886,14973,30859
20607,2799,2179,4978,3073,2417,5490,3662,2956,6618,7001,7194,14195,7656,8111,15767,8857,9512,18369,2318,712,3030,2304,734,3038,2402,774,3176,1142,1789,2931,1217,1978,3195,1363,2128,3491,1510,3428,4938,1671,3380,5051,1792,3549,5341,1303,1681,2984,1258,1683,2941,1363,1730,3093,864,233,1097,689,137,826,612,124,736,1189,590,1779,1053,495,1548,1060,479,1539,294,247,541,359,251,610,451,322,773,18420,18053,36473,19280,19186,38466,21562,21574,43136
20701,8340,3997,12337,8900,4460,13360,8993,4909,13902,14134,13137,27271,14739,13945,28684,15535,15030,30565,3824,1043,4867,3649,1080,4729,3943,1089,5032,1781,3207,4988,1919,3529,5448,2215,3859,6074,2819,8285,11104,2936,8036,10972,3138,7826,10964,3140,3771,6911,3267,3982,7249,3298,3970,7268,1230,231,1461,1009,169,1178,861,153,1014,1716,939,2655,1903,871,2774,1847,863,2710,686,602,1288,790,575,1365,1017,696,1713,37670,35212,72882,39112,36647,75759,40847,38395,79242
20702,4407,1728,6135,4163,1839,6002,4084,1979,6063,5421,4830,10251,5484,5057,10541,5590,5507,11097,3957,713,4670,3715,746,4461,3647,753,4400,970,1650,2620,956,1891,2847,1060,2211,3271,1667,5156,6823,1700,4852,6552,1649,4529,6178,2026,2702,4728,1942,2730,4672,1949,2640,4589,1345,303,1648,1031,197,1228,949,152,1101,1447,844,2291,1484,797,2281,1453,670,2123,482,424,906,463,405,868,491,342,833,21722,18350,40072,20938,18514,39452,20872,18783,39655
20703,3456,1590,5046,3692,1771,5463,3903,1935,5838,5867,5650,11517,6111,6635,12746,6683,7230,13913,3793,784,4577,3684,798,4482,3727,808,4535,1001,2000,3001,1127,2216,3343,1313,2648,3961,1710,4939,6649,1806,4747,6553,1823,4710,6533,1694,2248,3942,1831,2391,4222,1858,2396,4254,1399,287,1686,1139,206,1345,1003,155,1158,1502,877,2379,1709,905,2614,1722,837,2559,370,312,682,378,304,682,468,355,823,20792,18687,39479,21477,19973,41450,22500,21074,43574
20801,5486,2282,7768,5782,2584,8366,5996,2776,8772,6390,5742,12132,6651,6439,13090,7055,7228,14283,2730,606,3336,2674,610,3284,2704,603,3307,843,1844,2687,1004,1954,2958,1187,2224,3411,1374,4674,6048,1384,4553,5937,1370,4555,5925,1826,2271,4097,1859,2403,4262,1902,2431,4333,866,142,1008,654,89,743,566,72,638,1045,556,1601,1035,484,1519,987,354,1341,350,346,696,451,349,800,586,430,1016,20910,18463,39373,21494,19465,40959,22353,20673,43026
20802,5457,2666,8123,5869,3150,9019,6596,3568,10164,8900,8725,17625,9832,9930,19762,11131,11577,22708,5377,1153,6530,5192,1206,6398,5490,1282,6772,1423,2800,4223,1577,3076,4653,1945,3593,5538,2567,7391,9958,2818,7209,10027,2974,7527,10501,2774,3468,6242,2901,3590,6491,3060,3565,6625,2064,333,2397,1768,216,1984,1562,173,1735,2004,1098,3102,2199,1009,3208,2213,978,3191,639,490,1129,642,485,1127,899,685,1584,31205,28124,59329,32798,29871,62669,35870,32948,68818
20803,3839,1616,5455,4332,2116,6448,4883,2485,7368,4064,4470,8534,4772,5550,10322,5732,7036,12768,6130,880,7010,6157,1044,7201,6620,1069,7689,1075,2345,3420,1213,2807,4020,1399,3414,4813,1954,6432,8386,2020,6466,8486,2126,6869,8995,2096,2870,4966,2224,3129,5353,2325,3191,5516,2531,473,3004,2228,353,2581,1995,289,2284,2202,1380,3582,2363,1253,3616,2314,1052,3366,543,372,915,543,367,910,701,474,1175,24434,20838,45272,25852,23085,48937,28095,25879,53974
20804,2061,1022,3083,2116,1103,3219,2231,1285,3516,3337,3107,6444,3452,3308,6760,3663,3605,7268,999,284,1283,964,271,1235,1059,278,1337,428,787,1215,481,860,1341,586,978,1564,762,2111,2873,722,2001,2723,828,1972,2800,816,991,1807,840,962,1802,814,1062,1876,317,52,369,279,33,312,241,35,276,479,226,705,476,223,699,514,221,735,180,146,326,216,160,376,265,199,464,9379,8726,18105,9546,8921,18467,10201,9635,19836
20901,4467,1823,6290,4673,2182,6855,4846,2329,7175,6590,6519,13109,6936,7641,14577,7672,8883,16555,6586,1073,7659,6438,1039,7477,6473,1087,7560,1755,2956,4711,1721,3282,5003,1879,3716,5595,2363,7418,9781,2333,7093,9426,2296,7024,9320,2269,3276,5545,2177,3225,5402,2220,3203,5423,2361,364,2725,1984,248,2232,1897,199,2096,2303,1315,3618,2435,1272,3707,2275,1141,3416,569,451,1020,539,410,949,725,499,1224,29263,25195,54458,29236,26392,55628,30283,28081,58364
20902,1593,784,2377,1942,1057,2999,2379,1433,3812,2209,2476,4685,2874,3232,6106,3862,4476,8338,4134,633,4767,3981,727,4708,4396,813,5209,835,1614,2449,981,1997,2978,1166,2546,3712,1187,3577,4764,1468,3811,5279,1734,4013,5747,1228,1992,3220,1318,2032,3350,1517,2243,3760,2512,563,3075,2303,382,2685,2176,288,2464,2338,1458,3796,2350,1343,3693,2500,1243,3743,509,314,823,476,345,821,576,408,984,16545,13411,29956,17693,14926,32619,20306,17463,37769
20903,3517,1245,4762,3577,1387,4964,3499,1488,4987,3506,3855,7361,3641,4294,7935,3722,4618,8340,4289,611,4900,4432,709,5141,4578,692,5270,831,1859,2690,884,2094,2978,935,2298,3233,1165,4452,5617,1159,4378,5537,1089,4265,5354,1321,1977,3298,1318,2038,3356,1365,2012,3377,1218,146,1364,1029,117,1146,972,92,1064,1221,664,1885,1411,671,2082,1354,519,1873,322,229,551,282,229,511,370,294,664,17390,15038,32428,17733,15917,33650,17884,16278,34162
20904,3105,1220,4325,3809,1723,5532,4896,2397,7293,2644,2887,5531,3241,3906,7147,4930,6230,11160,8102,1105,9207,9071,1316,10387,11008,1639,12647,1215,2570,3785,1403,3663,5066,1954,5270,7224,2128,6851,8979,2345,7499,9844,3012,9511,12523,2173,3751,5924,2329,4234,6563,2977,5410,8387,5491,1161,6652,5616,804,6420,6524,691,7215,4114,2882,6996,4714,2982,7696,5503,2986,8489,824,559,1383,855,567,1422,1131,743,1874,29796,22986,52782,33383,26694,60077,41935,34877,76812
21001,2106,888,2994,2052,974,3026,2203,1095,3298,2264,2415,4679,2297,2649,4946,2529,3014,5543,3531,479,4010,3173,467,3640,3110,455,3565,687,1118,1805,642,1219,1861,698,1425,2123,1153,3800,4953,1173,3506,4679,1172,3524,4696,1149,1811,2960,1074,1753,2827,1057,1664,2721,1619,299,1918,1337,181,1518,1274,150,1424,1301,710,2011,1274,616,1890,1206,525,1731,330,240,570,327,237,564,350,263,613,14140,11760,25900,13349,11602,24951,13599,12115,25714
21002,1059,421,1480,1195,532,1727,1239,609,1848,945,1018,1963,1029,1268,2297,1209,1512,2721,1549,201,1750,1681,237,1918,1961,339,2300,297,612,909,331,667,998,387,923,1310,366,1284,1650,400,1342,1742,409,1518,1927,329,565,894,340,624,964,378,754,1132,558,62,620,560,46,606,642,45,687,452,284,736,556,350,906,631,355,986,129,94,223,122,81,203,149,111,260,5684,4541,10225,6214,5147,11361,7005,6166,13171
21003,1311,614,1925,1417,758,2175,1772,978,2750,1563,1682,3245,1830,2120,3950,2576,2994,5570,3247,456,3703,3201,502,3703,3653,572,4225,580,1099,1679,674,1347,2021,893,1695,2588,991,3015,4006,1149,2989,4138,1281,3222,4503,847,1378,2225,965,1449,2414,1094,1581,2675,1884,327,2211,1742,220,1962,1877,217,2094,1683,915,2598,1646,817,2463,1826,853,2679,349,240,589,363,230,593,455,280,735,12455,9726,22181,12987,10432,23419,15427,12392,27819
21004,1043,402,1445,1173,518,1691,1247,646,1893,940,1154,2094,998,1353,2351,1161,1629,2790,2100,264,2364,2488,363,2851,2795,412,3207,459,828,1287,543,1121,1664,573,1430,2003,726,2023,2749,779,2346,3125,829,2614,3443,564,1011,1575,605,1225,1830,671,1257,1928,1111,137,1248,1189,124,1313,1336,122,1458,674,413,1087,946,482,1428,996,522,1518,145,119,264,178,137,315,222,174,396,7762,6351,14113,8899,7669,16568,9830,8806,18636
21005,2474,1056,3530,2777,1302,4079,3092,1457,4549,1951,2042,3993,2188,2527,4715,2980,3531,6511,6071,760,6831,6633,901,7534,7851,1096,8947,931,1843,2774,1081,2622,3703,1427,3516,4943,1642,5349,6991,1907,5630,7537,2267,6264,8531,1623,2658,4281,1683,2994,4677,1949,3458,5407,4789,823,5612,5030,728,5758,5462,646,6108,3359,2207,5566,3904,2296,6200,4328,2262,6590,689,436,1125,728,464,1192,1021,621,1642,23529,17174,40703,25931,19464,45395,30377,22851,53228
21101,5884,2127,8011,6130,2531,8661,5973,2744,8717,5648,5454,11102,6083,6429,12512,7047,7720,14767,10743,1473,12216,10789,1578,12367,10764,1730,12494,1461,3324,4785,1624,4226,5850,1859,4942,6801,2870,10070,12940,2994,10086,13080,3144,10027,13171,3316,5038,8354,3428,5291,8719,3304,5129,8433,4376,1017,5393,4159,885,5044,3873,827,4700,3767,2737,6504,4197,2937,7134,3969,2441,6410,731,559,1290,786,584,1370,818,581,1399,38796,31799,70595,40190,34547,74737,40751,36141,76892
21102,1664,557,2221,1760,596,2356,1719,663,2382,1530,1432,2962,1513,1640,3153,1668,1785,3453,1322,253,1575,1309,227,1536,1367,236,1603,283,548,831,291,664,955,308,699,1007,416,1652,2068,432,1606,2038,430,1658,2088,584,838,1422,610,847,1457,552,838,1390,336,42,378,300,25,325,289,45,334,384,181,565,458,198,656,417,164,581,126,115,241,128,110,238,120,89,209,6645,5618,12263,6801,5913,12714,6870,6177,13047
21103,3968,1491,5459,3909,1743,5652,4214,1879,6093,4345,4508,8853,4407,5060,9467,5173,6125,11298,6757,1002,7759,6664,1028,7692,7063,1060,8123,1267,2503,3770,1254,2973,4227,1388,3500,4888,2024,6635,8659,1965,6481,8446,2044,6719,8763,2280,3248,5528,2306,3386,5692,2251,3383,5634,2250,447,2697,2073,369,2442,2027,333,2360,2407,1528,3935,2649,1542,4191,2560,1348,3908,460,364,824,488,334,822,515,411,926,25758,21726,47484,25715,22916,48631,27235,24758,51993
21104,2320,948,3268,2362,1068,3430,2288,1164,3452,3265,3277,6542,3478,3547,7025,3880,4022,7902,3076,554,3630,2846,540,3386,2876,515,3391,629,1313,1942,654,1420,2074,745,1627,2372,1273,3589,4862,1257,3350,4607,1205,3203,4408,1290,1707,2997,1230,1646,2876,1163,1536,2699,1198,263,1461,989,198,1187,872,124,996,1182,764,1946,1233,720,1953,1151,622,1773,249,196,445,233,193,426,284,228,512,14482,12611,27093,14282,12682,26964,14464,13041,27505
21105,5760,2510,8270,5690,2670,8360,5814,2921,8735,4840,5403,10243,5020,6141,11161,5430,6927,12357,10742,1488,12230,11157,1707,12864,11716,1893,13609,1500,3726,5226,1544,4542,6086,1836,5474,7310,2153,8322,10475,2117,8033,10150,2126,8437,10563,2656,4315,6971,2583,4349,6932,2576,4358,6934,3960,704,4664,3808,584,4392,3769,480,4249,4295,2757,7052,4483,2755,7238,4389,2521,6910,741,588,1329,655,506,1161,831,544,1375,36647,29813,66460,37057,31287,68344,38487,33555,72042
21201,2210,956,3166,2493,1181,3674,2985,1446,4431,1169,1556,2725,1481,2045,3526,1946,3012,4958,3503,480,3983,4354,665,5019,5955,894,6849,353,1121,1474,474,1666,2140,664,2566,3230,473,2447,2920,642,3085,3727,970,4228,5198,774,1329,2103,940,1633,2573,1227,2254,3481,1789,261,2050,2224,262,2486,2745,350,3095,1465,976,2441,1908,1263,3171,2557,1326,3883,241,215,456,265,218,483,437,286,723,11977,9341,21318,14781,12018,26799,19486,16362,35848
21202,3586,1227,4813,4033,1655,5688,4363,1851,6214,2753,2938,5691,3275,3880,7155,4242,5026,9268,7282,977,8259,7961,1147,9108,8508,1187,9695,832,2028,2860,1040,2839,3879,1244,3748,4992,1690,6320,8010,2029,6728,8757,2267,7224,9491,2100,3360,5460,2359,3753,6112,2452,3848,6300,4116,900,5016,4254,850,5104,4184,745,4929,3028,2367,5395,3605,2439,6044,3656,2190,5846,601,479,1080,680,494,1174,866,590,1456,25988,20596,46584,29236,23785,53021,31782,26409,58191
21203,2338,952,3290,2931,1384,4315,3683,1840,5523,1405,1592,2997,2028,2526,4554,3186,3909,7095,5791,691,6482,7414,1041,8455,9327,1292,10619,613,1532,2145,823,2621,3444,1232,4130,5362,1265,4543,5808,1799,5727,7526,2357,7251,9608,1326,2383,3709,1694,3096,4790,2261,3683,5944,3943,724,4667,5196,898,6094,6147,1059,7206,2685,2095,4780,3767,2747,6514,4557,2927,7484,498,309,807,667,428,1095,872,611,1483,19864,14821,34685,26319,20468,46787,33622,26702,60324
21204,3194,1462,4656,3228,1529,4757,3535,1797,5332,3381,3341,6722,3830,3888,7718,4618,4790,9408,9103,1313,10416,8508,1402,9910,9258,1635,10893,1203,2615,3818,1227,3190,4417,1782,4365,6147,2397,7066,9463,2575,6487,9062,2985,6586,9571,2432,3773,6205,2435,3774,6209,2665,3791,6456,7479,1956,9435,6946,1602,8548,7244,1442,8686,6053,4561,10614,6058,4455,10513,6612,4289,10901,1122,755,1877,1115,754,1869,1369,855,2224,36364,26842,63206,35922,27081,63003,40068,29550,69618
21205,5909,2551,8460,6024,2728,8752,6292,3139,9431,9285,8093,17378,9926,9243,19169,10969,10435,21404,7546,1401,8947,7080,1403,8483,7071,1476,8547,1746,3180,4926,1852,3555,5407,2173,4155,6328,3131,9038,12169,3271,8521,11792,3422,8311,11733,3308,4602,7910,3192,4224,7416,3376,4178,7554,3202,717,3919,2816,536,3352,2602,433,3035,3134,2161,5295,3351,2105,5456,3414,1832,5246,836,608,1444,826,623,1449,907,656,1563,38097,32351,70448,38338,32938,71276,40226,34615,74841
21301,2998,1333,4331,3059,1623,4682,3472,1870,5342,2907,3196,6103,3310,3847,7157,4420,5211,9631,8759,1254,10013,8522,1314,9836,9157,1561,10718,1277,2674,3951,1504,3440,4944,2044,4770,6814,2476,7247,9723,2704,7204,9908,3180,7589,10769,2165,4130,6295,2269,4284,6553,2680,4448,7128,7494,1597,9091,7188,1216,8404,7642,1225,8867,5739,3809,9548,6184,3875,10059,6643,3793,10436,1024,696,1720,1228,775,2003,1483,919,2402,34839,25936,60775,35968,27578,63546,40721,31386,72107
21302,2349,1297,3646,2658,1484,4142,3046,1727,4773,2844,3155,5999,3211,3899,7110,3921,4728,8649,4333,635,4968,4210,670,4880,4286,742,5028,852,1547,2399,890,1840,2730,1025,2123,3148,1391,4560,5951,1458,4416,5874,1599,4405,6004,1133,1816,2949,1234,1933,3167,1266,1870,3136,2679,412,3091,2448,359,2807,2339,284,2623,2116,1261,3377,2101,1118,3219,2099,988,3087,437,297,734,443,268,711,544,324,868,18134,14980,33114,18653,15987,34640,20125,17191,37316
21303,1293,855,2148,1735,1238,2973,2410,1668,4078,2370,2575,4945,3235,3503,6738,4534,4849,9383,2408,468,2876,2677,530,3207,3029,711,3740,823,1109,1932,984,1489,2473,1273,1927,3200,1016,2578,3594,1377,2919,4296,1726,3265,4991,868,1123,1991,1123,1426,2549,1314,1591,2905,2056,467,2523,1850,304,2154,1762,308,2070,1768,1055,2823,1949,1001,2950,2095,1036,3131,342,225,567,419,277,696,536,350,886,12944,10455,23399,15349,12687,28036,18679,15705,34384
21304,2075,862,2937,2818,1358,4176,3703,1946,5649,1589,1859,3448,2454,3135,5589,3550,4729,8279,4458,569,5027,6377,881,7258,8109,1231,9340,766,1536,2302,1080,2540,3620,1564,3970,5534,1182,4119,5301,1742,5725,7467,2419,7207,9626,1093,2081,3174,1478,2789,4267,2003,3803,5806,3056,401,3457,4216,479,4695,5489,651,6140,1876,1202,3078,2996,1758,4754,3954,1929,5883,444,299,743,548,412,960,827,577,1404,16539,12928,29467,23709,19077,42786,31618,26043,57661
21305,2904,1196,4100,3805,1823,5628,5355,2664,8019,2359,2544,4903,3590,4034,7624,6502,6929,13431,6055,887,6942,7468,1129,8597,9778,1545,11323,1150,2044,3194,1507,3171,4678,2215,5175,7390,1776,5902,7678,2402,7423,9825,3698,9702,13400,1431,2567,3998,1931,3537,5468,2796,4781,7577,4025,576,4601,5052,776,5828,6915,1012,7927,2723,1739,4462,3678,2111,5789,5032,2480,7512,515,343,858,671,467,1138,1208,743,1951,22938,17798,40736,30104,24471,54575,43499,35031,78530
21401,3579,1460,5039,3740,1757,5497,4091,2060,6151,2927,3506,6433,3178,4169,7347,3823,5406,9229,7907,1084,8991,8385,1243,9628,9413,1394,10807,1164,2781,3945,1284,3535,4819,1527,4445,5972,1717,6326,8043,1830,6452,8282,1997,7234,9231,2377,3648,6025,2368,4009,6377,2471,4228,6699,3854,684,4538,3758,647,4405,3921,549,4470,3270,2184,5454,3791,2359,6150,3994,2099,6093,606,458,1064,622,412,1034,793,543,1336,27401,22131,49532,28956,24583,53539,32030,27958,59988
21402,5014,2133,7147,5100,2332,7432,5516,2711,8227,3817,4562,8379,4203,5434,9637,4715,6543,11258,8350,1246,9596,9127,1460,10587,10074,1658,11732,1685,3344,5029,1699,4077,5776,1806,4768,6574,1250,5664,6914,1373,5914,7287,1463,6438,7901,2238,3738,5976,2342,4000,6342,2521,4304,6825,2744,388,3132,2589,279,2868,2595,273,2868,3096,1943,5039,3637,2030,5667,3752,1991,5743,650,483,1133,585,445,1030,796,515,1311,28844,23501,52345,30655,25971,56626,33238,29201,62439
