region_id,Managers_2001_Census_Males,Managers_2001_Census_Females,Managers_2001_Census_Persons,Managers_2006_Census_Males,Managers_2006_Census_Females,Managers_2006_Census_Persons,Managers_2011_Census_Males,Managers_2011_Census_Females,Managers_2011_Census_Persons,Professionals_2001_Census_Males,Professionals_2001_Census_Females,Professionals_2001_Census_Persons,Professionals_2006_Census_Males,Professionals_2006_Census_Females,Professionals_2006_Census_Persons,Professionals_2011_Census_Males,Professionals_2011_Census_Females,Professionals_2011_Census_Persons,Technicians_and_trades_workers_2001_Census_Males,Technicians_and_trades_workers_2001_Census_Females,Technicians_and_trades_workers_2001_Census_Persons,Technicians_and_trades_workers_2006_Census_Males,Technicians_and_trades_workers_2006_Census_Females,Technicians_and_trades_workers_2006_Census_Persons,Technicians_and_trades_workers_2011_Census_Males,Technicians_and_trades_workers_2011_Census_Females,Technicians_and_trades_workers_2011_Census_Persons,Community_and_personal_service_workers_2001_Census_Males,Community_and_personal_service_workers_2001_Census_Females,Community_and_personal_service_workers_2001_Census_Persons,Community_and_personal_service_workers_2006_Census_Males,Community_and_personal_service_workers_2006_Census_Females,Community_and_personal_service_workers_2006_Census_Persons,Community_and_personal_service_workers_2011_Census_Males,Community_and_personal_service_workers_2011_Census_Females,Community_and_personal_service_workers_2011_Census_Persons,Clerical_and_administrative_workers_2001_Census_Males,Clerical_and_administrative_workers_2001_Census_Females,Clerical_and_administrative_workers_2001_Census_Persons,Clerical_and_administrative_workers_2006_Census_Males,Clerical_and_administrative_workers_2006_Census_Females,Clerical_and_administrative_workers_2006_Census_Persons,Clerical_and_administrative_workers_2011_Census_Males,Clerical_and_administrative_workers_2011_Census_Females,Clerical_and_administrative_workers_2011_Census_Persons,Sales_workers_2001_Census_Males,Sales_workers_2001_Census_Females,Sales_workers_2001_Census_Persons,Sales_workers_2006_Census_Males,Sales_workers_2006_Census_Females,Sales_workers_2006_Census_Persons,Sales_workers_2011_Census_Males,Sales_workers_2011_Census_Females,Sales_workers_2011_Census_Persons,Machinery_operators_and_drivers_2001_Census_Males,Machinery_operators_and_drivers_2001_Census_Females,Machinery_operators_and_drivers_2001_Census_Persons,Machinery_operators_and_drivers_2006_Census_Males,Machinery_operators_and_drivers_2006_Census_Females,Machinery_operators_and_drivers_2006_Census_Persons,Machinery_operators_and_drivers_2011_Census_Males,Machinery_operators_and_drivers_2011_Census_Females,Machinery_operators_and_drivers_2011_Census_Persons,Labourers_2001_Census_Males,Labourers_2001_Census_Females,Labourers_2001_Census_Persons,Labourers_2006_Census_Males,Labourers_2006_Census_Females,Labourers_2006_Census_Persons,Labourers_2011_Census_Males,Labourers_2011_Census_Females,Labourers_2011_Census_Persons,Inadequately_described_Not_stated_2001_Census_Males,Inadequately_described_Not_stated_2001_Census_Females,Inadequately_described_Not_stated_2001_Census_Persons,Inadequately_described_Not_stated_2006_Census_Males,Inadequately_described_Not_stated_2006_Census_Females,Inadequately_described_Not_stated_2006_Census_Persons,Inadequately_described_Not_stated_2011_Census_Males,Inadequately_described_Not_stated_2011_Census_Females,Inadequately_described_Not_stated_2011_Census_Persons,Total_2001_Census_Males,Total_2001_Census_Females,Total_2001_Census_Persons,Total_2006_Census_Males,Total_2006_Census_Females,Total_2006_Census_Persons,Total_2011_Census_Males,Total_2011_Census_Females,Total_2011_Census_Persons
40302,2153,969,3122,2408,1365,3773,2521,1432,3953,2717,3120,5837,3176,3935,7111,3730,4828,8558,4409,773,5182,4792,860,5652,5002,946,5948,1080,2270,3350,1187,2769,3956,1443,3145,4588,1500,4524,6024,1578,4768,6346,1770,5155,6925,1506,2355,3861,1598,2481,4079,1615,2573,4188,1889,279,2168,1755,174,1929,1675,152,1827,2127,1334,3461,2299,1392,3691,2410,1274,3684,323,245,568,297,194,491,370,263,633,17704,15869,33573,19090,17938,37028,20536,19768,40304
40303,2438,1119,3557,2676,1306,3982,2664,1342,4006,4257,4296,8553,4564,4983,9547,4608,5308,9916,2505,570,3075,2526,588,3114,2503,583,3086,747,1567,2314,861,1771,2632,1007,1945,2952,1090,3345,4435,1094,3343,4437,1054,3214,4268,1160,1540,2700,1216,1541,2757,1207,1525,2732,901,126,1027,744,53,797,658,48,706,1177,614,1791,1343,649,1992,1379,585,1964,257,185,442,182,142,324,226,168,394,14532,13362,27894,15206,14376,29582,15306,14718,30024
40304,4438,2075,6513,4695,2419,7114,4711,2564,7275,4061,4656,8717,4430,5630,10060,5007,6841,11848,9827,1557,11384,10312,1744,12056,11176,1802,12978,1788,4379,6167,2073,5534,7607,2468,6677,9145,2390,7771,10161,2627,8365,10992,2672,9058,11730,2731,4642,7373,2760,4917,7677,2931,5320,8251,4536,638,5174,3867,414,4281,4179,368,4547,5095,3218,8313,5636,3464,9100,5357,2892,8249,685,463,1148,600,326,926,703,414,1117,35551,29399,64950,37000,32813,69813,39204,35936,75140
40401,2845,1386,4231,3087,1651,4738,3307,1819,5126,3311,3629,6940,3662,4313,7975,4193,5258,9451,5091,881,5972,5140,943,6083,5495,1024,6519,1177,2224,3401,1271,2542,3813,1509,3074,4583,1768,5476,7244,1931,5572,7503,1906,5884,7790,1691,2537,4228,1722,2693,4415,1865,2905,4770,2736,447,3183,2462,305,2767,2564,267,2831,2487,1663,4150,2776,1692,4468,2953,1541,4494,472,344,816,409,286,695,526,292,818,21578,18587,40165,22460,19997,42457,24318,22064,46382
40402,1042,574,1616,1239,734,1973,1385,868,2253,1082,1432,2514,1366,1843,3209,1742,2487,4229,2609,448,3057,2784,538,3322,3108,576,3684,597,1253,1850,614,1551,2165,849,1973,2822,699,2227,2926,809,2497,3306,881,2780,3661,665,1119,1784,713,1269,1982,827,1393,2220,1888,295,2183,1824,204,2028,1856,189,2045,1777,1161,2938,1868,1228,3096,2001,1245,3246,260,207,467,280,159,439,344,179,523,10619,8716,19335,11497,10023,21520,12993,11690,24683
40403,1668,824,2492,1775,947,2722,1966,1057,3023,2053,2375,4428,2461,2892,5353,2834,3515,6349,2638,510,3148,2834,582,3416,3034,670,3704,713,1379,2092,767,1593,2360,1056,1972,3028,1071,3172,4243,1131,3253,4384,1269,3365,4634,1082,1506,2588,1016,1568,2584,1126,1641,2767,1450,172,1622,1300,117,1417,1330,119,1449,1377,792,2169,1590,859,2449,1632,846,2478,260,208,468,252,127,379,318,176,494,12312,10938,23250,13126,11938,25064,14565,13361,27926
40501,1716,793,2509,1806,868,2674,1766,898,2664,821,989,1810,823,1146,1969,927,1317,2244,1643,312,1955,1744,406,2150,1962,449,2411,239,680,919,270,894,1164,272,1164,1436,297,1262,1559,308,1402,1710,371,1531,1902,319,655,974,339,711,1050,370,865,1235,990,119,1109,1066,78,1144,1152,106,1258,1553,969,2522,1751,1133,2884,1690,977,2667,152,93,245,128,72,200,139,68,207,7730,5872,13602,8235,6710,14945,8649,7375,16024
40502,1919,833,2752,1823,776,2599,1718,706,2424,353,579,932,385,665,1050,397,770,1167,822,192,1014,935,224,1159,1030,235,1265,109,491,600,126,584,710,117,691,808,126,679,805,117,702,819,137,810,947,186,360,546,175,408,583,217,426,643,488,68,556,479,42,521,640,45,685,938,533,1471,1028,613,1641,978,573,1551,101,76,177,85,72,157,81,49,130,5042,3811,8853,5153,4086,9239,5315,4305,9620
40503,1516,709,2225,1391,658,2049,1310,618,1928,472,689,1161,458,837,1295,502,962,1464,1162,205,1367,1216,249,1465,1279,265,1544,217,671,888,225,809,1034,227,940,1167,178,865,1043,176,856,1032,180,921,1101,307,569,876,293,631,924,305,697,1002,907,85,992,875,53,928,1029,67,1096,784,432,1216,809,540,1349,819,519,1338,138,82,220,102,68,170,142,69,211,5681,4307,9988,5545,4701,10246,5793,5058,10851
40504,1312,601,1913,1262,558,1820,1217,541,1758,311,486,797,339,589,928,398,690,1088,824,168,992,953,186,1139,1107,228,1335,141,479,620,147,646,793,175,793,968,168,630,798,151,696,847,150,779,929,226,371,597,259,445,704,275,580,855,453,55,508,467,20,487,634,31,665,613,340,953,728,504,1232,813,471,1284,82,63,145,81,55,136,99,45,144,4130,3193,7323,4387,3699,8086,4868,4158,9026
40601,3255,1401,4656,3525,1465,4990,2959,1330,4289,1189,1545,2734,1351,1925,3276,1386,2131,3517,2955,441,3396,3214,474,3688,3546,543,4089,464,1365,1829,507,1710,2217,519,1945,2464,500,2016,2516,459,2140,2599,418,2173,2591,647,1320,1967,716,1344,2060,619,1529,2148,1645,220,1865,1829,127,1956,2338,208,2546,2164,1092,3256,2344,1348,3692,2132,1277,3409,327,196,523,316,132,448,342,158,500,13146,9596,22742,14261,10665,24926,14259,11294,25553
40602,1069,535,1604,1073,546,1619,1040,568,1608,750,1007,1757,876,1064,1940,1111,1253,2364,2069,269,2338,2218,315,2533,2683,380,3063,534,851,1385,566,974,1540,597,1063,1660,294,1069,1363,291,1098,1389,332,1236,1568,282,596,878,270,579,849,249,625,874,1448,117,1565,1544,100,1644,1891,132,2023,1211,674,1885,1268,733,2001,1192,640,1832,231,168,399,224,120,344,281,101,382,7888,5286,13174,8330,5529,13859,9376,5998,15374
40701,1959,1042,3001,1934,1038,2972,1940,1054,2994,764,952,1716,832,1230,2062,1003,1577,2580,1680,346,2026,1936,402,2338,2318,517,2835,353,850,1203,408,1258,1666,503,1629,2132,243,1219,1462,282,1391,1673,351,1715,2066,385,801,1186,517,909,1426,591,1168,1759,720,119,839,785,76,861,975,75,1050,1418,793,2211,1561,893,2454,1612,906,2518,133,107,240,124,94,218,164,105,269,7655,6229,13884,8379,7291,15670,9457,8746,18203
40702,3945,1812,5757,3877,1836,5713,3774,1746,5520,1269,1657,2926,1266,1946,3212,1308,2211,3519,3354,602,3956,3555,650,4205,3621,654,4275,370,1318,1688,385,1711,2096,483,2046,2529,469,2448,2917,457,2663,3120,501,2685,3186,886,1653,2539,946,1767,2713,979,1942,2921,2384,395,2779,2396,227,2623,2305,191,2496,3485,2080,5565,3301,1956,5257,2999,1811,4810,328,231,559,263,163,426,269,164,433,16490,12196,28686,16446,12919,29365,16239,13450,29689
40703,4856,2182,7038,4290,1956,6246,3820,1674,5494,1084,1558,2642,1055,1857,2912,1071,1944,3015,2831,615,3446,2847,679,3526,2970,652,3622,570,1475,2045,557,1860,2417,632,2245,2877,485,2170,2655,473,2313,2786,460,2408,2868,758,1313,2071,827,1441,2268,798,1510,2308,1751,215,1966,1778,178,1956,1976,174,2150,3959,2587,6546,4016,2691,6707,3576,2286,5862,367,255,622,308,163,471,305,162,467,16661,12370,29031,16151,13138,29289,15608,13055,28663
49797,18,10,28,4,3,7,4,3,7,16,21,37,9,3,12,12,4,16,21,6,27,7,0,7,5,0,5,14,21,35,9,6,15,0,11,11,7,17,24,3,3,6,0,0,0,4,7,11,0,0,0,0,3,3,10,0,10,3,0,3,0,0,0,9,5,14,5,3,8,14,3,17,3,5,8,0,0,0,3,0,3,102,92,194,40,18,58,38,24,62
50101,1635,841,2476,1702,1003,2705,1815,1052,2867,869,963,1832,1047,1221,2268,1196,1629,2825,2075,371,2446,2606,436,3042,2886,524,3410,233,829,1062,264,1111,1375,382,1465,1847,223,1367,1590,258,1594,1852,344,1898,2242,457,920,1377,639,1206,1845,670,1383,2053,722,127,849,806,74,880,964,82,1046,1481,867,2348,1640,995,2635,1628,979,2607,136,107,243,136,99,235,143,87,230,7831,6392,14223,9098,7739,16837,10028,9099,19127
50102,2358,1280,3638,2573,1418,3991,2884,1565,4449,1931,2202,4133,2154,2700,4854,2585,3427,6012,5171,744,5915,6461,947,7408,8224,1180,9404,585,1852,2437,590,2412,3002,707,3081,3788,752,3304,4056,741,3704,4445,830,4403,5233,1015,2140,3155,1037,2458,3495,1114,2793,3907,3142,389,3531,3654,285,3939,4177,422,4599,2524,1732,4256,3165,2142,5307,3818,2293,6111,388,268,656,416,208,624,380,210,590,17866,13911,31777,20791,16274,37065,24719,19374,44093
50103,1518,739,2257,1375,723,2098,1303,700,2003,487,638,1125,467,689,1156,455,743,1198,986,211,1197,993,227,1220,1119,225,1344,145,460,605,131,549,680,153,709,862,157,768,925,133,746,879,155,843,998,199,395,594,230,457,687,225,501,726,755,71,826,744,63,807,757,65,822,1166,779,1945,998,704,1702,969,643,1612,101,91,192,72,45,117,93,67,160,5514,4152,9666,5143,4203,9346,5229,4496,9725
50201,1294,698,1992,1550,859,2409,1922,1087,3009,1038,1181,2219,1259,1643,2902,1636,2451,4087,3185,481,3666,4447,676,5123,5502,898,6400,399,1171,1570,439,1703,2142,703,2761,3464,384,1881,2265,504,2390,2894,599,3290,3889,692,1614,2306,822,2024,2846,946,2435,3381,1700,268,1968,2170,187,2357,2915,295,3210,1463,838,2301,2019,1219,3238,2434,1320,3754,236,181,417,309,157,466,322,161,483,10391,8313,18704,13519,10858,24377,16979,14698,31677
50301,3098,1360,4458,3178,1440,4618,3606,1584,5190,6024,5115,11139,6070,5328,11398,6540,5835,12375,1210,371,1581,1335,366,1701,1331,389,1720,727,1355,2082,761,1500,2261,882,1579,2461,777,2661,3438,730,2588,3318,824,2632,3456,1054,1440,2494,1034,1492,2526,1086,1391,2477,509,65,574,398,46,444,383,36,419,793,329,1122,1003,357,1360,820,307,1127,295,237,532,263,171,434,246,156,402,14487,12933,27420,14772,13288,28060,15718,13909,29627
50302,3364,1726,5090,4052,2185,6237,5224,2873,8097,6821,6019,12840,8430,7480,15910,10826,9562,20388,2760,735,3495,3135,850,3985,4210,1032,5242,1227,2007,3234,1302,2344,3646,1673,2793,4466,1298,3917,5215,1616,4248,5864,2042,5040,7082,1440,1815,3255,1582,1997,3579,1678,2024,3702,1064,130,1194,957,108,1065,1156,116,1272,1557,746,2303,1805,823,2628,1934,951,2885,334,240,574,321,219,540,411,239,650,19865,17335,37200,23200,20254,43454,29154,24630,53784
50401,1962,983,2945,2176,1276,3452,2542,1505,4047,2807,2847,5654,3328,3612,6940,4023,4485,8508,4315,826,5141,4738,820,5558,5210,1005,6215,979,1925,2904,1035,2231,3266,1263,2556,3819,1348,4249,5597,1447,4232,5679,1597,4613,6210,1464,2037,3501,1359,2022,3381,1315,2105,3420,1960,338,2298,1901,228,2129,2172,279,2451,1901,1108,3009,2148,1239,3387,2133,1200,3333,330,248,578,313,239,552,377,201,578,17066,14561,31627,18445,15899,34344,20632,17949,38581
50402,1219,623,1842,1340,629,1969,1429,701,2130,1424,1599,3023,1453,1748,3201,1572,1931,3503,2324,380,2704,2561,443,3004,2745,484,3229,528,1061,1589,495,1297,1792,514,1364,1878,606,2163,2769,571,2156,2727,623,2433,3056,671,1075,1746,646,1116,1762,628,1140,1768,1065,164,1229,1227,129,1356,1272,132,1404,917,532,1449,1068,651,1719,1014,562,1576,141,126,267,160,94,254,151,116,267,8895,7723,16618,9521,8263,17784,9948,8863,18811
50403,2301,1126,3427,2700,1503,4203,3435,1798,5233,1975,2018,3993,2384,2813,5197,3012,3719,6731,5129,812,5941,6312,1030,7342,7575,1338,8913,1050,2080,3130,1124,2865,3989,1448,3715,5163,1255,4370,5625,1556,5224,6780,1787,6462,8249,1446,2386,3832,1539,2712,4251,1744,3205,4949,2936,491,3427,3311,425,3736,4056,541,4597,2326,1525,3851,3040,1982,5022,3276,2000,5276,387,262,649,445,252,697,484,315,799,18805,15070,33875,22411,18806,41217,26817,23093,49910
50501,5989,2333,8322,6476,2721,9197,6914,2908,9822,6929,6815,13744,7573,8224,15797,8337,9468,17805,10810,1646,12456,11737,1754,13491,11574,1735,13309,2320,4415,6735,2208,5222,7430,2396,5755,8151,3007,11024,14031,3015,11059,14074,2853,10898,13751,3549,5879,9428,3268,5679,8947,3066,5216,8282,3452,589,4041,3052,314,3366,2991,334,3325,3584,1857,5441,4298,2104,6402,3884,1833,5717,617,481,1098,546,402,948,569,383,952,40257,35039,75296,42173,37479,79652,42584,38530,81114
50502,5002,2504,7506,5828,3071,8899,6839,3635,10474,7353,7586,14939,8865,9353,18218,10960,11658,22618,8456,1639,10095,9104,1728,10832,10186,1895,12081,1977,4082,6059,2145,4655,6800,2572,5552,8124,2634,9155,11789,2854,9507,12361,3089,10401,13490,3182,4522,7704,3124,4473,7597,3273,4757,8030,3365,575,3940,3260,444,3704,3748,479,4227,3966,2313,6279,4678,2320,6998,4796,2405,7201,680,536,1216,643,486,1129,812,512,1324,36615,32912,69527,40501,36037,76538,46275,41294,87569
50503,2196,1071,3267,3240,1705,4945,4617,2571,7188,1739,1757,3496,2892,3346,6238,4658,5955,10613,5561,837,6398,8676,1313,9989,12243,1878,14121,983,2055,3038,1357,3318,4675,2077,5529,7606,1179,4306,5485,1756,6314,8070,2322,8896,11218,1390,2495,3885,1799,3396,5195,2394,4628,7022,2680,517,3197,3198,381,3579,4481,507,4988,2748,1709,4457,3943,2400,6343,4888,2818,7706,400,282,682,522,344,866,609,392,1001,18876,15029,33905,27383,22517,49900,38289,33174,71463
50601,1224,618,1842,1353,631,1984,1746,935,2681,1136,1279,2415,1187,1446,2633,1732,2217,3949,3467,489,3956,3792,572,4364,4657,759,5416,543,1394,1937,568,1707,2275,732,2196,2928,764,2507,3271,765,2613,3378,1011,3585,4596,756,1423,2179,711,1447,2158,901,1878,2779,2097,338,2435,2214,241,2455,2708,304,3012,1604,968,2572,1792,1123,2915,2005,1176,3181,249,179,428,243,130,373,321,136,457,11840,9195,21035,12625,9910,22535,15813,13186,28999
50602,1381,821,2202,1767,1003,2770,2361,1349,3710,2140,2125,4265,2677,2880,5557,3791,3824,7615,2997,554,3551,3305,621,3926,4297,772,5069,774,1466,2240,791,1712,2503,1096,2043,3139,1017,3057,4074,1117,3330,4447,1422,3686,5108,1017,1398,2415,1013,1323,2336,1070,1531,2601,1724,286,2010,1812,221,2033,2047,317,2364,1492,884,2376,1759,1004,2763,1910,1042,2952,240,179,419,259,164,423,316,201,517,12782,10770,23552,14500,12258,26758,18310,14765,33075
50603,2469,1041,3510,2629,1260,3889,2867,1364,4231,3237,3295,6532,4007,4073,8080,5120,5089,10209,4508,829,5337,4768,910,5678,5061,1002,6063,978,1970,2948,1091,2570,3661,1383,2931,4314,1439,4725,6164,1590,4910,6500,1835,5032,6867,1454,2355,3809,1545,2430,3975,1587,2352,3939,2046,364,2410,2002,261,2263,2410,304,2714,2069,1179,3248,2583,1395,3978,2563,1421,3984,357,246,603,334,199,533,416,227,643,18557,16004,34561,20549,18008,38557,23242,19722,42964
50604,2042,904,2946,2426,1272,3698,2882,1509,4391,1664,1886,3550,2416,2604,5020,3334,3826,7160,5839,842,6681,6876,1104,7980,7792,1309,9101,1047,2188,3235,1144,2917,4061,1338,3531,4869,1504,4903,6407,1708,5621,7329,1974,6384,8358,1576,2706,4282,1599,2896,4495,1658,3032,4690,3433,548,3981,3928,462,4390,4491,559,5050,2687,1819,4506,3385,2124,5509,3442,2217,5659,407,278,685,435,290,725,502,307,809,20199,16074,36273,23917,19290,43207,27413,22674,50087
50605,1763,749,2512,1840,923,2763,2064,968,3032,1739,1733,3472,1825,2037,3862,1961,2403,4364,3021,492,3513,3675,627,4302,4001,656,4657,533,1306,1839,551,1557,2108,581,1837,2418,864,2951,3815,948,3335,4283,953,3650,4603,865,1504,2369,862,1555,2417,777,1603,2380,1702,269,1971,1931,235,2166,2128,226,2354,1230,793,2023,1520,956,2476,1441,842,2283,246,179,425,235,159,394,239,169,408,11963,9976,21939,13387,11384,24771,14145,12354,26499
50606,458,271,729,555,311,866,638,370,1008,263,290,553,270,388,658,395,599,994,813,141,954,1142,212,1354,1547,271,1818,138,254,392,143,385,528,189,570,759,137,716,853,159,792,951,203,1149,1352,155,312,467,151,352,503,194,484,678,496,56,552,604,55,659,831,82,913,349,207,556,410,241,651,505,337,842,55,48,103,68,35,103,76,50,126,2864,2295,5159,3502,2771,6273,4578,3912,8490
50607,1641,806,2447,1823,904,2727,2073,1095,3168,2863,2500,5363,3228,3026,6254,3665,3473,7138,1389,336,1725,1536,357,1893,1732,366,2098,504,1029,1533,551,1088,1639,600,1179,1779,622,2177,2799,749,2335,3084,814,2399,3213,815,1044,1859,823,990,1813,772,994,1766,517,64,581,526,59,585,533,52,585,644,294,938,774,377,1151,758,345,1103,194,132,326,162,94,256,163,97,260,9189,8382,17571,10172,9230,19402,11110,10000,21110
50701,1753,833,2586,2239,1077,3316,3105,1576,4681,1674,1733,3407,2309,2684,4993,3494,4383,7877,4727,731,5458,5705,922,6627,7025,1086,8111,781,1743,2524,789,2329,3118,1050,3066,4116,946,3735,4681,1127,4461,5588,1467,5516,6983,1102,2038,3140,1172,2236,3408,1365,2633,3998,2347,346,2693,2426,241,2667,2877,317,3194,2216,1397,3613,2637,1598,4235,2649,1568,4217,316,233,549,353,189,542,443,257,700,15862,12789,28651,18757,15737,34494,23475,20402,43877
50702,1161,697,1858,1291,688,1979,1527,815,2342,1999,2209,4208,2281,2664,4945,2620,3205,5825,1471,335,1806,1555,351,1906,1696,361,2057,369,813,1182,440,934,1374,502,1038,1540,470,1492,1962,441,1451,1892,497,1635,2132,491,786,1277,489,781,1270,466,760,1226,523,67,590,493,58,551,504,64,568,772,356,1128,859,341,1200,798,324,1122,174,104,278,144,65,209,117,90,207,7430,6859,14289,7993,7333,15326,8727,8292,17019
50703,367,201,568,468,285,753,575,396,971,273,294,567,391,466,857,567,794,1361,1322,206,1528,1760,251,2011,2196,355,2551,199,466,665,276,610,886,348,979,1327,229,754,983,276,929,1205,395,1414,1809,239,535,774,235,561,796,333,825,1158,882,104,986,998,117,1115,1288,150,1438,680,512,1192,864,544,1408,925,648,1573,108,69,177,120,47,167,117,72,189,4299,3141,7440,5388,3810,9198,6744,5633,12377
50704,4342,1766,6108,4507,1993,6500,4832,2102,6934,5991,5745,11736,6317,6554,12871,6937,7512,14449,4155,914,5069,4578,956,5534,4715,957,5672,1182,2342,3524,1184,2718,3902,1419,2986,4405,1629,5856,7485,1664,5843,7507,1864,6094,7958,1944,2791,4735,1981,2955,4936,1812,2697,4509,1444,219,1663,1343,138,1481,1388,140,1528,1692,842,2534,2104,969,3073,1945,863,2808,434,311,745,362,253,615,393,283,676,22813,20786,43599,24040,22379,46419,25305,23634,48939
50705,1625,821,2446,2123,1147,3270,2796,1614,4410,1332,1587,2919,1717,2167,3884,2628,3484,6112,5067,661,5728,7080,1001,8081,8482,1284,9766,941,1852,2793,1139,2725,3864,1609,4028,5637,779,2920,3699,994,3726,4720,1373,5144,6517,952,2098,3050,1026,2587,3613,1266,3198,4464,2260,313,2573,2673,241,2914,3640,377,4017,1962,1257,3219,2709,1615,4324,3212,1770,4982,306,203,509,419,188,607,459,243,702,15224,11712,26936,19880,15397,35277,25465,21142,46607
50801,1053,518,1571,1077,468,1545,998,465,1463,308,374,682,413,442,855,404,503,907,749,149,898,1281,163,1444,1109,182,1291,94,317,411,89,417,506,105,486,591,103,582,685,115,708,823,106,710,816,174,296,470,187,404,591,178,396,574,489,60,549,693,42,735,708,77,785,579,297,876,862,394,1256,604,375,979,59,48,107,82,19,101,54,35,89,3608,2641,6249,4799,3057,7856,4266,3229,7495
50802,774,435,1209,724,397,1121,751,398,1149,405,396,801,415,470,885,393,421,814,761,111,872,781,116,897,814,132,946,211,297,508,170,335,505,160,358,518,125,544,669,120,532,652,126,620,746,128,279,407,118,279,397,110,276,386,385,50,435,368,28,396,421,41,462,636,370,1006,569,315,884,548,326,874,113,95,208,78,50,128,78,45,123,3538,2577,6115,3343,2522,5865,3401,2617,6018
50803,1371,563,1934,1483,629,2112,1336,719,2055,1402,1305,2707,1531,1406,2937,1597,1559,3156,3962,468,4430,3712,466,4178,4675,556,5231,430,947,1377,386,1061,1447,493,1221,1714,435,1921,2356,380,1762,2142,435,2031,2466,398,939,1337,321,961,1282,347,933,1280,3778,401,4179,3562,366,3928,4081,496,4577,1540,842,2382,1374,905,2279,1478,978,2456,302,136,438,319,142,461,270,124,394,13618,7522,21140,13068,7698,20766,14712,8617,23329
50804,1469,754,2223,1481,801,2282,1702,1033,2735,1175,1365,2540,1270,1677,2947,1761,2211,3972,1958,360,2318,2151,334,2485,2646,408,3054,705,1082,1787,665,1143,1808,923,1415,2338,383,1473,1856,342,1626,1968,484,2044,2528,316,626,942,386,663,1049,335,746,1081,1009,124,1133,1049,87,1136,1353,162,1515,2335,1150,3485,2027,1085,3112,1583,715,2298,389,226,615,333,200,533,331,178,509,9739,7160,16899,9704,7616,17320,11118,8912,20030
50805,2521,1259,3780,2431,1193,3624,2567,1225,3792,1296,1468,2764,1353,1730,3083,1614,2127,3741,3181,507,3688,3579,556,4135,4342,620,4962,523,1153,1676,499,1388,1887,580,1776,2356,474,1939,2413,394,2100,2494,468,2536,3004,588,1112,1700,565,1210,1775,583,1404,1987,2233,245,2478,2420,230,2650,2984,289,3273,1822,1052,2874,1876,1092,2968,2130,1158,3288,267,215,482,250,153,403,238,154,392,12905,8950,21855,13367,9652,23019,15506,11289,26795
50806,1318,606,1924,1457,728,2185,2481,1008,3489,1487,1290,2777,1771,1542,3313,3597,2306,5903,4492,476,4968,5576,557,6133,11621,797,12418,514,1053,1567,439,1077,1516,675,1333,2008,456,1772,2228,528,1957,2485,1072,3144,4216,308,999,1307,260,930,1190,328,914,1242,2826,341,3167,3710,477,4187,7671,1022,8693,1704,961,2665,1932,1170,3102,3916,1666,5582,314,145,459,350,120,470,557,166,723,13419,7643,21062,16023,8558,24581,31918,12356,44274
50901,3389,1778,5167,3363,1732,5095,3138,1676,4814,1202,1553,2755,1295,1809,3104,1418,2092,3510,2480,531,3011,2763,528,3291,2915,610,3525,522,1182,1704,527,1518,2045,629,1825,2454,384,1877,2261,387,2057,2444,395,2288,2683,663,1142,1805,688,1278,1966,731,1409,2140,1095,158,1253,1268,148,1416,1406,135,1541,1992,1122,3114,2330,1261,3591,2067,1156,3223,229,176,405,214,133,347,203,135,338,11956,9519,21475,12835,10464,23299,12902,11326,24228
50902,4614,2080,6694,4342,1951,6293,3936,1736,5672,860,1335,2195,836,1484,2320,965,1628,2593,2721,522,3243,2774,599,3373,3103,650,3753,365,1093,1458,365,1215,1580,412,1516,1928,325,1963,2288,350,2008,2358,375,2311,2686,439,849,1288,482,915,1397,480,991,1471,1683,208,1891,1769,209,1978,2207,271,2478,1868,1066,2934,1855,1195,3050,1881,1187,3068,278,189,467,205,123,328,236,137,373,13153,9305,22458,12978,9699,22677,13595,10427,24022
50903,2477,1138,3615,2341,1051,3392,2093,890,2983,310,629,939,338,671,1009,401,718,1119,986,208,1194,987,240,1227,1308,249,1557,150,471,621,118,564,682,143,635,778,104,670,774,80,695,775,132,797,929,160,273,433,186,290,476,158,305,463,617,119,736,674,90,764,961,154,1115,756,430,1186,795,419,1214,752,413,1165,102,99,201,71,51,122,109,56,165,5662,4037,9699,5590,4071,9661,6057,4217,10274
59797,76,9,85,142,26,168,93,28,121,201,20,221,339,48,387,492,40,532,295,8,303,578,29,607,565,22,587,23,14,37,25,34,59,30,29,59,18,12,30,76,43,119,31,29,60,3,0,3,9,4,13,3,9,12,81,0,81,214,4,218,220,4,224,194,12,206,396,42,438,504,31,535,13,3,16,33,6,39,28,0,28,904,78,982,1812,236,2048,1966,192,2158
60101,249,130,379,355,156,511,377,193,570,154,184,338,177,257,434,201,332,533,682,91,773,765,127,892,889,161,1050,147,306,453,179,421,600,229,568,797,134,480,614,169,632,801,236,766,1002,183,354,537,216,413,629,231,499,730,421,66,487,475,61,536,544,42,586,396,313,709,504,409,913,495,390,885,63,38,101,72,37,109,67,57,124,2429,1962,4391,2912,2513,5425,3269,3008,6277
